id,name,neighbourhood_cleansed,latitude,longitude,room_type,minimum_maximum_nights,license,Illegal,,,
22673927,Beautiful home in lovely San Francisco!,Bayview,37.72114,-122.39856,Entire home/apt,31,STR-0003931,legal,,,
22676805,Haight-Ashbury Studio apt#7 Wi-Fi. kitchen .W/D,Haight Ashbury,37.77097,-122.44503,Entire home/apt,1125,,illegal,,,
22690820,Remodeled Studio w/ Modern Touches & Views!,Downtown/Civic Center,37.7863,-122.41497,Entire home/apt,1125,,illegal,,,
22702846,Bright Downtown Studio w/ the Comforts of Home!,Downtown/Civic Center,37.7846,-122.41505,Entire home/apt,150,,illegal,,,
22706387,Modern Bernal / Mission 1 bedroom,Bernal Heights,37.74076,-122.42226,Entire home/apt,360,CITY REGISTRATION PENDING,illegal,,,
22706971,Bay View!,Financial District,37.79376,-122.39462,Entire home/apt,1125,,illegal,,,
22715454,Stylish Retreat by the Beach w/ Easy Downtown Access,Outer Sunset,37.76113,-122.50245,Entire home/apt,90,STR-0003860,illegal,,,
22718099,Alice & Michael's Airbnb 1-Bedroom Suite,Outer Sunset,37.75889,-122.49857,Entire home/apt,21,STR-0002757,legal,,,
22748621,"Perfect Apartment, Lots of natural light",Western Addition,37.77255,-122.4239,Entire home/apt,1125,,illegal,,,
22752011,Spacious 3-bedroom Victorian in the Mission,Mission,37.75726,-122.40866,Entire home/apt,8,STR-0002902,legal,,,
22754156,Victorian apartment in Potrero Hill/Mission,Potrero Hill,37.75414,-122.40237,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
22755070,Charming Nob Hill Pad,Chinatown,37.79205,-122.40824,Entire home/apt,1125,,illegal,,,
22764131,Castro / Corona Heights Charmer with a View (3 bd),Castro/Upper Market,37.76183,-122.4413,Entire home/apt,14,STR-0003000,legal,,,
22768632,"New, modern and private Cole Valley Jr 1 bed",Haight Ashbury,37.76608,-122.44779,Entire home/apt,1125,,illegal,,,
22773184,Charming Remodeled Top Floor Studio w/ VIEWS!,Downtown/Civic Center,37.78493,-122.41498,Entire home/apt,1125,,illegal,,,
22792806,Serene Studio in Great Location,Pacific Heights,37.79085,-122.43529,Entire home/apt,1125,,illegal,,,
22792828,The Castle Retreat House,Bayview,37.73492,-122.39437,Entire home/apt,28,STR-0001915,legal,,,
22793002,Sublime Ocean Views,Outer Richmond,37.77596,-122.50838,Entire home/apt,1125,,illegal,,,
22793232,Economic Unit at the Center of Everything,North Beach,37.80106,-122.40865,Entire home/apt,1125,,illegal,,,
22800066,Charming Edwardian Castro District 1BR Apartment,Castro/Upper Market,37.76125,-122.43156,Entire home/apt,120,,illegal,,,
22812395,Private In-Law 2br Apt in Great Location,Ocean View,37.72955,-122.47127,Entire home/apt,14,CITY REGISTRATION PENDING,legal,,,
22815676,Charming 1x1 in Hip Mission/Dolores!,Mission,37.75415,-122.42445,Entire home/apt,1125,,illegal,,,
22827448,SF Designer Townhouse in Pacific Heights,Western Addition,37.78584,-122.43297,Entire home/apt,90,1082732,illegal,,,
22831677,*Amazing Dogpatch Condo. Parking & Gym*. Top Floor,Potrero Hill,37.75903,-122.39075,Entire home/apt,1125,,illegal,,,
22866082,4BR Apartment in Hayes Valley,Western Addition,37.77611,-122.42668,Entire home/apt,1125,,illegal,,,
22866146,4 Bedroom Apartment near Civic Center,Western Addition,37.77706,-122.42735,Entire home/apt,1125,,illegal,,,
22866228,Beautiful 4 bed/4 bath in Hayes Valley,Western Addition,37.7761,-122.42861,Entire home/apt,1125,,illegal,,,
22869439,"Spacious, Remodeled 3BR/2.5B Home w/ Free Parking",Inner Sunset,37.75289,-122.45707,Entire home/apt,29,STR-0003971,legal,,,
22886185,"Spacious and Bright Apartment, great location!",Western Addition,37.77317,-122.42439,Entire home/apt,1125,,illegal,,,
22887918,Stately German-built Home near Presidio & GG Park!,Inner Richmond,37.77804,-122.47174,Entire home/apt,14,STR-0003617,legal,,,
22903941,Italianate Victorian 2 BR + Office & Den Nob Hill,Nob Hill,37.79302,-122.41565,Entire home/apt,1125,,illegal,,,
22906854,Mission Studio  w/ Character & Charm,Mission,37.76608,-122.41843,Entire home/apt,180,,illegal,,,
22908548,Light-Filled Mission Studio!,Mission,37.76613,-122.41673,Entire home/apt,180,,illegal,,,
22943630,Spacious and Sunny Loft Apt. in the Heart of SF,South of Market,37.77117,-122.41388,Entire home/apt,29,STR-0003180,legal,,,
22944449,Stand-Alone Studio in Potrero Hill,Potrero Hill,37.75659,-122.39964,Entire home/apt,1125,,illegal,,,
22944965,NOPA Victorian Apartment 2BED/2BATH,Haight Ashbury,37.77401,-122.43951,Entire home/apt,1125,,illegal,,,
22946806,Hi-Tech Flat steps from Haight & Golden Gate Park!,Haight Ashbury,37.76734,-122.4484,Entire home/apt,1125,STR-0003510,legal,,,
22946959,Haight-Ashbury Studio apt#8 Wi-Fi kitchen W/D,Haight Ashbury,37.7712,-122.44372,Entire home/apt,180,,illegal,,,
22970151,Artistic 1BR Apartment in Beautiful Russian Hill,Russian Hill,37.79888,-122.42335,Entire home/apt,1125,CITY REGISTRATION PENDING (BAN: 1082749﻿),illegal,,,
22972614,Beautiful Family Friendly Noe Valley Victorian,Noe Valley,37.75122,-122.43763,Entire home/apt,30,STR-0003928,legal,,,
22980508,Spacious remodeled home in central neighborhood,West of Twin Peaks,37.74069,-122.44607,Entire home/apt,1124,STR-0002958,legal,,,
22981152,Convenient light-filled apartment with view,Bernal Heights,37.74126,-122.42109,Entire home/apt,90,,legal,,,
22986895,Chic SoMa Flat on Tree-Lined Street Opposite Park,South of Market,37.77778,-122.40732,Entire home/apt,7,STR-0003257,legal,,,
23004482,2 Bedroom Apartment in Pacific Heights,Pacific Heights,37.7905,-122.43681,Entire home/apt,1125,,illegal,,,
23004848,Well Appointed Studio Next to Hilton SF,Downtown/Civic Center,37.78409,-122.41038,Entire home/apt,180,,illegal,,,
23018782,10 mins to Dreamforce -spacious 2 bdrm flat,Potrero Hill,37.75538,-122.39981,Entire home/apt,14,STR-0002719,legal,,,
23022998,Bright Mission Walk-Up Studio!,Mission,37.75495,-122.41017,Entire home/apt,150,,illegal,,,
23087617,4BR/2BA Remodeled Home in the ❤️ of The Castro!,Castro/Upper Market,37.75963,-122.43398,Entire home/apt,21,STR-0003837,legal,,,
23106047,"Charming Studio on a Beautiful Garden, Noe Valley",Noe Valley,37.75207,-122.44148,Entire home/apt,14,1083125,legal,,,
23106655,Potrero Hill Sunset Retreat,Potrero Hill,37.75437,-122.39897,Entire home/apt,120,CITY REGISTRATION PENDING,illegal,,,
23122715,Sunny 1BR walking distance to Union Square,Downtown/Civic Center,37.78778,-122.41503,Entire home/apt,1125,,illegal,,,
23128316,Cozy Nob Hill Studio with Mid-Century Vibes,Chinatown,37.79113,-122.40761,Entire home/apt,1125,,illegal,,,
23150717,Live like you own Church street in SF,Castro/Upper Market,37.76443,-122.42767,Entire home/apt,29,1016564,legal,,,
23163677,AMAZING DESIGNER SHOWHOME - prime location!!,Downtown/Civic Center,37.78704,-122.41632,Entire home/apt,1125,STR-0002771,legal,,,
23165203,Gorgeous San Francisco View Home,Pacific Heights,37.79518,-122.4385,Entire home/apt,6,STR-0003692,legal,,,
23181448,Richmond District Newly Renovated Home,Outer Richmond,37.77257,-122.48992,Entire home/apt,10,1087499,legal,,,
23184048,Bright & Lovely Remodeled 1x1 in Downtown SF,Downtown/Civic Center,37.78479,-122.41634,Entire home/apt,1125,,illegal,,,
23205030,Modern ☀️ Sunny ☀️ 5★Host ☀️ 20 Min Downtown ☀️ Yard,Bayview,37.72978,-122.40149,Entire home/apt,180,,illegal,,,
23209264,"Relaxing and private, with views!",Bayview,37.73179,-122.38738,Entire home/apt,30,STR-0003198,legal,,,
23215410,UCSF Studio-Golden Gate Park beautiful newly built,Inner Sunset,37.76431,-122.47084,Entire home/apt,180,,illegal,,,
23215586,Dogpatch Loft,South of Market,37.7696,-122.38998,Entire home/apt,365,,illegal,,,
23222043,.Spacious Hayes Valley Apartment,Western Addition,37.77317,-122.42439,Entire home/apt,1125,,illegal,,,
23235919,San Fran Gem / great location/ 3plus BR/ 2.5 Bath,Glen Park,37.73794,-122.43776,Entire home/apt,14,STR-0003051,legal,,,
23288262,Noe/Castro Sunny Modernism,Castro/Upper Market,37.75811,-122.43801,Entire home/apt,366,,illegal,,,
23293773,2 Bedroom Townhouse in SOMA,South of Market,37.77558,-122.39351,Entire home/apt,1125,,illegal,,,
23294064,1BR with Parking Close to Dolores Park,Castro/Upper Market,37.76085,-122.43031,Entire home/apt,1125,,illegal,,,
23294094,3 Bedroom Apartment near Castro and Mission,Castro/Upper Market,37.76135,-122.43027,Entire home/apt,1125,,illegal,,,
23303083,"Your private oasis: shops, restaurants, parks",Castro/Upper Market,37.76412,-122.43007,Entire home/apt,20,STR-0003561,legal,,,
23326108,Charming Studio w/ Views near FIDI/Union Square!,Downtown/Civic Center,37.78458,-122.41572,Entire home/apt,1125,,illegal,,,
23326739,Remodeled Studio in Heart of Downtown!,Downtown/Civic Center,37.78474,-122.4162,Entire home/apt,1125,,illegal,,,
23340064,Charming Noe Valley 2-Room Studio with Parking!,Noe Valley,37.75471,-122.43366,Entire home/apt,1125,,illegal,,,
23353721,"Prime Central Flat with Cable, Laundry, Parking",Castro/Upper Market,37.75977,-122.43734,Entire home/apt,1125,,illegal,,,
23354077,Dolores Heights Suite,Castro/Upper Market,37.75831,-122.4314,Entire home/apt,14,STR-0003587,legal,,,
23358468,Stunning Sky-high Getaway,Potrero Hill,37.75508,-122.40173,Entire home/apt,28,STR-0002100,legal,,,
23359001,"Smart Nob Hill Condo by FiDi, Union Sq, new CPMC",Nob Hill,37.79051,-122.41061,Entire home/apt,180,,illegal,,,
23371451,Explore Golden Gate Park at a Mid-century Guest Suite,Outer Sunset,37.76064,-122.50546,Entire home/apt,1125,STR-0002767,legal,,,
23373781,CONVENIENTLY LOCATED IN THE HEART OF SAN FRANCISCO,Inner Richmond,37.78582,-122.46812,Entire home/apt,1125,,illegal,,,
23419962,2BR Ideal SF/Inner Richmond Location Walk Score 96,Inner Richmond,37.78485,-122.46235,Entire home/apt,1125,,illegal,,,
23431731,BRAND NEW 1 Bedroom/1 Bathroom with Pull Out Bed,Outer Sunset,37.7621,-122.49954,Entire home/apt,91,,illegal,,,
23432388,Pleasant Unit in Great Neighborhood,Haight Ashbury,37.76866,-122.4442,Entire home/apt,1125,,illegal,,,
23437582,"Your Own Private Beautiful House w/Parking, Garden",Castro/Upper Market,37.76415,-122.44132,Entire home/apt,365,,illegal,,,
23450209,Charming Nob Hill Studio with Washer/Dryer,Chinatown,37.79165,-122.40874,Entire home/apt,1125,,illegal,,,
23452479,Stylish San Fran Home 1 Block to Golden Gate Park!,Outer Richmond,37.77531,-122.50128,Entire home/apt,1125,STR-0000076,legal,,,
23466551,Haight Owner-Designer Apt w/Parking,Haight Ashbury,37.77282,-122.43831,Entire home/apt,90,STR-0002670,illegal,,,
23470169,"Arts & Crafts Home, Ocean & Marin Views, 3-6 mos",Inner Sunset,37.75833,-122.47573,Entire home/apt,210,,illegal,,,
23470922,3 bedroom family home close to public transit,Excelsior,37.72918,-122.42797,Entire home/apt,10,STR-0002979,legal,,,
23504233,*Charming Ashbury Hghts/Cole Valley Garden Studio,Haight Ashbury,37.76423,-122.44509,Entire home/apt,1125,,illegal,,,
23504627,Victorian/Edwardian 1 Bedroom in Mission,Mission,37.77032,-122.42212,Entire home/apt,1125,,illegal,,,
23505904,Charming Mission 2x1 w/ Modern Touches!,Mission,37.75453,-122.42442,Entire home/apt,150,,illegal,,,
23520080,Lovely Renovated Studio w/ views of SF near FIDI!,Downtown/Civic Center,37.78548,-122.41497,Entire home/apt,1125,,illegal,,,
23524100,1 Bedroom Loft near Tech Hub,South of Market,37.77949,-122.39147,Entire home/apt,1125,,illegal,,,
23524153,Luxury South Beach 2 Bedroom,South of Market,37.77898,-122.39174,Entire home/apt,1125,,illegal,,,
23524176,Beautiful 2BR Apartment in South Beach,South of Market,37.77954,-122.39355,Entire home/apt,1125,,illegal,,,
23543739,Sunny Studio in Hayes Valley,Western Addition,37.77448,-122.42497,Entire home/apt,1125,,illegal,,,
23545253,Beautiful Studio in Hayes Valley,Western Addition,37.77467,-122.42547,Entire home/apt,1125,,illegal,,,
23545831,Authentic Mission Studio w/ Modern Touches,Mission,37.76459,-122.4191,Entire home/apt,150,,illegal,,,
23545971,Comfortable One Bedroom in Cole Valley,Haight Ashbury,37.7649,-122.4511,Entire home/apt,1125,,illegal,,,
23567834,Awesome 1 Bedroom en suite on Duboce Park! Super!,Western Addition,37.76963,-122.43296,Entire home/apt,28,STR-0002722,legal,,,
23568246,Private suite in Noe Valley,Noe Valley,37.74205,-122.4303,Entire home/apt,28,STR-0003135,legal,,,
23577552,Super-Central Apartment in Luxury Mid-Market Building,South of Market,37.77666,-122.41618,Entire home/apt,1125,STR-0002326,legal,,,
23581750,ｻﾝﾌﾗﾝｼｽｺ摩天楼やﾍﾞｲﾌﾞﾘｯｼﾞが絶景!安全で閑静な高級住宅街､便利なﾛｹｰｼｮﾝ!,Potrero Hill,37.75883,-122.40246,Entire home/apt,29,STR-0000645,legal,,,
23582186,Convenient Studio Next to Hilton SF,Downtown/Civic Center,37.78428,-122.41053,Entire home/apt,150,,illegal,,,
23583038,Modern Castro Home Hidden Inside One of Area's Oldest Houses,Castro/Upper Market,37.7612,-122.43137,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
23631310,1 Bedroom Spacious Loft on SF Waterfront,South of Market,37.78797,-122.38913,Entire home/apt,1125,,illegal,,,
23634896,Dolores Park Gem (superhost),Mission,37.76647,-122.42555,Entire home/apt,180,REGISTRATION PENDING,illegal,,,
23665283,Historic Mission Studio w/ Modern Touches,Mission,37.75443,-122.42459,Entire home/apt,150,,illegal,,,
23667434,Charming Beautiful Cottage in hipster area +garden,Bernal Heights,37.73656,-122.42455,Entire home/apt,29,STR-0004165,legal,,,
23684260,"All yours, a loved home in Bernal.",Bernal Heights,37.74539,-122.41725,Entire home/apt,30,STR-0003962,legal,,,
23685560,Charming Garden Suite in Bernal Heights,Bernal Heights,37.74431,-122.40734,Entire home/apt,28,STR-0003179,legal,,,
23698833,"Large, Bright Garden studio w/ parking & backyard",Bayview,37.72913,-122.38385,Entire home/apt,21,STR-0002925,legal,,,
23700802,Entire SF Flat near Golden Gate Park & Ocean Beach,Outer Sunset,37.76436,-122.49568,Entire home/apt,7,STR-0003859,legal,,,
23705765,"Entire Home |  Glen Park, Families and Business",Glen Park,37.7373,-122.42609,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
23709477,Dolores Terrace,Castro/Upper Market,37.76306,-122.42654,Entire home/apt,15,STR-0001443,legal,,,
23711723,Stylish 2 Bedroom Victorian Flat in the Mission,Mission,37.75432,-122.42264,Entire home/apt,10,STR-0003409,legal,,,
23714398,Art-filled Victorian Flat w/French Chef’s Kitchen,Haight Ashbury,37.76833,-122.44788,Entire home/apt,365,STR-0003706,legal,,,
23728478,SAN FRANCISCO HOUSE FOR  SUMMER,Bernal Heights,37.73808,-122.41965,Entire home/apt,62,,legal,,,
23749660,Studio in SF with Private Entrance,West of Twin Peaks,37.72682,-122.46167,Entire home/apt,1125,,illegal,,,
23751274,Gorgeous & Airy Apartment in the Heart of the Mission,Mission,37.74855,-122.42141,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
23753462,Light Filled Modern Surf Shack,Outer Sunset,37.76138,-122.50517,Entire home/apt,1125,1092671,illegal,,,
23761546,"Spacious, bright 1 BR condo",Haight Ashbury,37.77177,-122.43898,Entire home/apt,360,,illegal,,,
23788672,Quiet One Bedroom Near UCSF,Haight Ashbury,37.76365,-122.45232,Entire home/apt,1125,,illegal,,,
23789066,Pleasant Studio near UCSF,Inner Sunset,37.76255,-122.45372,Entire home/apt,1125,,illegal,,,
23804039,"Gorgeous, Modern & HUGE 4 bed/3.5 bath home in SF",Glen Park,37.73501,-122.43008,Entire home/apt,1125,,illegal,,,
23804136,Bright spacious apartment in the heart of the city,Western Addition,37.77688,-122.43796,Entire home/apt,28,STR-0000217,legal,,,
23805445,Grand Marina Waterfront Home,Marina,37.80586,-122.43562,Entire home/apt,15,STR-0001752,legal,,,
23827577,Charming Downtown Studio-Convenience!,Downtown/Civic Center,37.78603,-122.41516,Entire home/apt,1125,,illegal,,,
23830079,California Cozy Private Room,Outer Richmond,37.77591,-122.502,Entire home/apt,360,STR-0000537,legal,,,
23838746,San Francisco Studio,Outer Mission,37.72907,-122.44318,Entire home/apt,364,,illegal,,,
23839071,Top Floor apartment with private roof deck,Potrero Hill,37.75921,-122.40213,Entire home/apt,180,,illegal,,,
23860006,Modern Home with Ocean Views,Outer Richmond,37.77989,-122.50333,Entire home/apt,14,STR-0002642,legal,,,
23860519,Modern Home Bedroom & Living room with Ocean Views,Outer Richmond,37.77947,-122.50191,Entire home/apt,14,STR-0002642,legal,,,
23861410,"2 Bdrm Home with lots of Charm, Parking, a Yard near Precita Park",Bernal Heights,37.74745,-122.40925,Entire home/apt,25,STR-0003519,legal,,,
23874986,New SF Shipyard Condo,Bayview,37.72913,-122.37056,Entire home/apt,1125,,illegal,,,
23879828,It's Always Sunny in the Mission District,Mission,37.75876,-122.4236,Entire home/apt,1125,,illegal,,,
23882274,Parkside SF Home -- Spacious w/Views and Parking!,Potrero Hill,37.75888,-122.40361,Entire home/apt,90,1086501,illegal,,,
23883643,"Private garden studio in Mission District, SF!",Bernal Heights,37.73417,-122.42695,Entire home/apt,14,1087296,legal,,,
23884196,Sky Loft in DTSF,Downtown/Civic Center,37.77662,-122.41796,Entire home/apt,90,CITY REGISTRATION PENDING,illegal,,,
23905627,Amazing Mission Terrace Home 10 Min Walk to BART,Outer Mission,37.72337,-122.44182,Entire home/apt,1125,STR-0003410,legal,,,
23907104,Coastal Simplicity,Outer Sunset,37.75188,-122.50626,Entire home/apt,30,STR-0003290,legal,,,
23914311,Revere Avenue Garden Apartment,Bayview,37.73354,-122.39299,Entire home/apt,30,STR-0003383,legal,,,
23922318,Spacious and Airy Family Home in Noe Valley,Noe Valley,37.7429,-122.42895,Entire home/apt,29,STR-0002972,legal,,,
23922573,Cozy ground level condo!,Mission,37.75513,-122.40672,Entire home/apt,29,STR-0002960,legal,,,
23922787,Spacious Mission Studio w/ All the Essentials,Mission,37.76585,-122.41712,Entire home/apt,150,,illegal,,,
23924310,Bright/Convenient Downtown Studio,Downtown/Civic Center,37.78422,-122.41142,Entire home/apt,1125,,illegal,,,
23924946,A&A's Private Guest Suite,Excelsior,37.72501,-122.42515,Entire home/apt,7,STR-0003538,legal,,,
23941748,Large 1 Bedroom near Golden Gate Park,Haight Ashbury,37.76402,-122.4487,Entire home/apt,1125,,illegal,,,
23941849,Large 1 Bedroom near UCSF Parnassus and MUNI,Haight Ashbury,37.76581,-122.44827,Entire home/apt,1125,,illegal,,,
23941861,Large 1BR near UCSF Parnassus Campus,Haight Ashbury,37.76573,-122.44805,Entire home/apt,1125,,illegal,,,
23946104,"Cosy Private Studio, close to golden gate park/USF",Inner Richmond,37.77496,-122.45336,Entire home/apt,15,1084926,legal,,,
23960056,Bright Happy 3 bedroom Single Family Home,Bernal Heights,37.73364,-122.43118,Entire home/apt,1125,,illegal,,,
23960897,CHVN2415- Prime Location Cow Hollow Studio,Pacific Heights,37.79678,-122.42511,Entire home/apt,1125,,illegal,,,
23961242,FSPS4514- Bright Studio in Financial District,South of Market,37.78865,-122.3892,Entire home/apt,1125,,illegal,,,
23961874,RHML074A- Russian Hill Gem.Studio on Famous Lane,Russian Hill,37.79896,-122.41553,Entire home/apt,1125,,illegal,,,
23962584,RHUN0979-Vibrant Chic Cottage Studio /Russian Hill,Russian Hill,37.80046,-122.41506,Entire home/apt,1125,,illegal,,,
23962638,2BR Apartment steps from Castro and Dolores Park,Castro/Upper Market,37.76186,-122.44112,Entire home/apt,1125,,illegal,,,
23963479,Top Floor - Corner Downtown Studio w/ Views,Downtown/Civic Center,37.78374,-122.41183,Entire home/apt,1125,,illegal,,,
23963992,"Sunny, Spacious Penthouse with Stunning City Views",Western Addition,37.77806,-122.43721,Entire home/apt,14,STR-0003651,legal,,,
23964717,Brand New Beautiful Extended Stay/Corporate Rental,Mission,37.75037,-122.41255,Entire home/apt,90,STR-1234567,illegal,,,
23973022,Great City Views Daly City Home Near SF / Parking,Ocean View,37.70846,-122.46157,Entire home/apt,1125,,illegal,,,
23973946,Spacious and Quiet home in prime Pacific Heights,Pacific Heights,37.79327,-122.43513,Entire home/apt,30,STR-0003782,legal,,,
23993894,SF studio-private guest suite close to airport,Visitacion Valley,37.72041,-122.40193,Entire home/apt,29,STR-0003299,legal,,,
24000329,Quiet Garden Suite Near Golden Gate Park,Inner Richmond,37.77534,-122.47192,Entire home/apt,1125,1085507,illegal,,,
24010877,ENTIRE 1 BR/1BA WELL-LOCATED  SF FLAT,Glen Park,37.74183,-122.43026,Entire home/apt,1125,PENDING,illegal,,,
24013191,NEW  - Private 3 Bedroom 1 Bath with Kitchenette,Downtown/Civic Center,37.78822,-122.4179,Entire home/apt,120,STR-0002707,legal,,,
24033673,"Lux 1BR Apt in Mission Bay w/wifi, gym, fire pit",South of Market,37.77363,-122.3937,Entire home/apt,1125,,illegal,,,
24034368,Charming Unit in the Upper Haight,Haight Ashbury,37.76768,-122.44603,Entire home/apt,1125,,illegal,,,
24037505,"Lux 1BR Apt in Downtown San Fran w/pool, gym, wifi",South of Market,37.77359,-122.39152,Entire home/apt,1125,,illegal,,,
24043373,Spacious Newly Renovated 2-Bedroom Unit in SF,Outer Mission,37.73034,-122.43148,Entire home/apt,90,STR-0003513,illegal,,,
24043927,Casa Mission Dolores,Castro/Upper Market,37.76261,-122.42742,Entire home/apt,180,,illegal,,,
24063893,CLEAN MODERN PRIVATE CONDO BY GOLDEN GATE,Marina,37.80125,-122.43649,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
24066861,Victorian Flat,Castro/Upper Market,37.75885,-122.44029,Entire home/apt,7,CITY REGISTRATION PENDING,legal,,,
24080862,Duplex 4 bedroom by Haight and Ashbury,Haight Ashbury,37.7655,-122.44626,Entire home/apt,180,,illegal,,,
24082014,"SoMa Oasis - Bright w/ Gym, Pvt Balcony, Rooftop!",South of Market,37.77105,-122.40276,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
24083593,Central Quiet Classic SF | Entire Floor Apartment,Mission,37.76843,-122.42412,Entire home/apt,15,STR-0002442,legal,,,
24099269,Great Cole Valley Studio,Haight Ashbury,37.7628,-122.45024,Entire home/apt,1125,,illegal,,,
24099463,Quiet Noe Valley Refuge,Noe Valley,37.74851,-122.4422,Entire home/apt,14,STR-0003384,legal,,,
24099520,"⭐️ Luxury 3BR Home w/Views, Steam Room on Roof Deck ⭐️",Haight Ashbury,37.76099,-122.44726,Entire home/apt,1125,STR-0003199,legal,,,
24104997,Garden Apartment in Pacific Heights,Western Addition,37.78692,-122.44498,Entire home/apt,8,CITY REGISTRATION PENDING,legal,,,
24116174,Noe Valley Charm with Yard near Transportation,Noe Valley,37.75348,-122.42658,Entire home/apt,21,CITY REGISTRATION PENDING,legal,,,
24120177,Spacious 2 Bedroom - Close to Hayes Valley / LoHa,Western Addition,37.77524,-122.42951,Entire home/apt,10,1085770,legal,,,
24129914,Private Apartment in Historic Victorian with Back Patio,Western Addition,37.78934,-122.42815,Entire home/apt,1125,1085763,illegal,,,
24149977,Ocean Beach Retreat w/Private Entrance,Parkside,37.744,-122.50541,Entire home/apt,14,STR-0003643,legal,,,
24162068,Balmy Alley House,Mission,37.75069,-122.41285,Entire home/apt,14,STR-0003018,legal,,,
24163891,Urban Beach House,Outer Sunset,37.75705,-122.49841,Entire home/apt,7,STR-0003052,legal,,,
24177590,3 bedroom/2 bath house steps from the beach,Outer Sunset,37.74923,-122.50686,Entire home/apt,10,STR-0003191,legal,,,
24181120,"Sunny Marina flat, half block to the water",Marina,37.80495,-122.43808,Entire home/apt,365,NO LICENSE REQUIRED.,illegal,,,
24182769,Hayes Valley 1 Bedroom with Modern Design,Western Addition,37.77066,-122.42603,Entire home/apt,1125,,illegal,,,
24182972,Centrally Located Hayes Valley 1 Bedroom,Western Addition,37.77091,-122.42542,Entire home/apt,1125,,illegal,,,
24183155,Spacious Cole Valley One Bedroom,Haight Ashbury,37.76443,-122.44893,Entire home/apt,1125,,illegal,,,
24183832,Luxury Nob Hill 1BR with City Views,Nob Hill,37.79103,-122.4093,Entire home/apt,1125,,illegal,,,
24183885,11th Floor Luxury Studio in Nob Hill,Nob Hill,37.79088,-122.40942,Entire home/apt,1125,,illegal,,,
24183949,Luxury 1BR in the Center of Nob Hill,Nob Hill,37.79161,-122.4106,Entire home/apt,1125,,illegal,,,
24184666,Luxury Nob Hill 1 Bedroom,Nob Hill,37.79154,-122.41134,Entire home/apt,1125,,illegal,,,
24217373,Design apartment in the sunny Mission District,Mission,37.75393,-122.40742,Entire home/apt,60,,legal,,,
24230206,Inspiring Skyline Views From a Hip Loft in SoMa,South of Market,37.77577,-122.40693,Entire home/apt,10,STR-0003244,legal,,,
24233539,Apartment in Terrific Location with Parking,North Beach,37.79963,-122.40653,Entire home/apt,1000,,illegal,,,
24234062,Studio Next to Lombard Street,Russian Hill,37.80205,-122.41862,Entire home/apt,1125,,illegal,,,
24249961,San Francisco (Noe Valley) Private Studio,Noe Valley,37.74831,-122.43097,Entire home/apt,60,,legal,,,
24284729,Garden Studio w/ Koi pond -in Restaurant District,Mission,37.76676,-122.42522,Entire home/apt,70,,legal,,,
24285778,Charming 3BDR with a cottage,Noe Valley,37.74666,-122.42905,Entire home/apt,1125,1086349﻿,illegal,,,
24304138,"Spacious 3 Bd House, Great Part of SF w/ Parking",Outer Richmond,37.77831,-122.48805,Entire home/apt,180,CITY REGISTRATION PENDING,illegal,,,
24304722,Plenty of Vitamin C in this Russian Hill Pad,Russian Hill,37.80227,-122.4222,Entire home/apt,1125,,illegal,,,
24334963,Charming/Cozy Remodeled Studio,Downtown/Civic Center,37.7845,-122.41495,Entire home/apt,150,,illegal,,,
24348388,Lux 1BR in South of Market district w/gym & wifi,South of Market,37.78014,-122.39866,Entire home/apt,1125,,illegal,,,
24354180,Lux 2BR in South of Market district w/gym & wifi,South of Market,37.7821,-122.39888,Entire home/apt,1125,,illegal,,,
24357954,Charming Family Home in San Francisco,Excelsior,37.72134,-122.4311,Entire home/apt,14,STR-0003028,legal,,,
24359775,Bright Sunny Mission Condo with Huge Outdoor Deck,Mission,37.75792,-122.42248,Entire home/apt,1125,,illegal,,,
24361125,"Bernal Heights ❤️ w/Parking, 10min. DWNTWN SF",Bernal Heights,37.73283,-122.42755,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
24369745,Exclusive 1BR San Francisco Apt W/ Stunning Views,South of Market,37.77201,-122.39192,Entire home/apt,1125,,illegal,,,
24370548,Lux 1BR Apt in San Francisco + Upscale Amenities,South of Market,37.7736,-122.39115,Entire home/apt,1125,,illegal,,,
24371066,Mission Bay 1BR Apt Next to Hospital Campus & Corp,South of Market,37.77312,-122.39066,Entire home/apt,1125,,illegal,,,
24371485,Spacious 1BR | Upscale Amenities | Mission Bay,South of Market,37.7751,-122.38985,Entire home/apt,1125,,illegal,,,
24371587,Downtown San Francisco 1BR Apt W/ Stunning Views!,South of Market,37.77548,-122.39108,Entire home/apt,1125,,illegal,,,
24371933,Large Edwardian Flat- Near Little Italy,North Beach,37.80213,-122.40793,Entire home/apt,90,,legal,,,
24372109,Mission Bay 1BR Furnished Apt Close to AT&T Park!,South of Market,37.77344,-122.39135,Entire home/apt,1125,,illegal,,,
