id,name,neighbourhood_cleansed,latitude,longitude,room_type,minimum_maximum_nights,license,Illegal,,,
5557316,Tri-Level 2BD/2.5BA SOMA Condo w/ City View,South of Market,37.77796,-122.4118,Entire home/apt,1125,,illegal,,,
5558933,Enchanted Garden Hideaway!,Noe Valley,37.75342,-122.428,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
5577516,Beautiful Apartment with Green views,Inner Sunset,37.75529,-122.46533,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
5581254,"Modern, Luxury 2BR/2BA",Parkside,37.74258,-122.48744,Entire home/apt,10,STR-0003616,legal,,,
5591544,Sunny Modern Flat - Victorian Charm,Mission,37.75446,-122.42399,Entire home/apt,1125,1024634,illegal,,,
5592675,Marina apartment with Private Garden,Marina,37.80409,-122.44468,Entire home/apt,1125,,illegal,,,
5592754,Luxury Marina Flat,Marina,37.80438,-122.44344,Entire home/apt,1125,,illegal,,,
5615061,Sophisticated Condo in Pacific Heights,Pacific Heights,37.79176,-122.42879,Entire home/apt,1125,STR-0001857,legal,,,
5632275,PRIVATE 1BR  FLAT w/ PATIO - heart of sunny Noe,Noe Valley,37.75437,-122.42954,Entire home/apt,270,CITY APPLICATION PENDING,illegal,,,
5632452,Charming 1 bedroom in law Inner Sunset at UCSF,Inner Sunset,37.75603,-122.4609,Entire home/apt,1125,STR-0002371,legal,,,
5666413,Nob Hill Hideaway 1,Nob Hill,37.79078,-122.40935,Entire home/apt,220,,illegal,,,
5666454,Nob Hill Hideaway 3,Chinatown,37.79095,-122.40769,Entire home/apt,120,,illegal,,,
5697110,Contmp Remodel  1 bdm 1ba w/parking,Inner Richmond,37.78059,-122.45199,Entire home/apt,360,,illegal,,,
5749181,Studio for One in Noe Valley!,Noe Valley,37.74722,-122.43507,Entire home/apt,7,STR-0000334,legal,,,
5749839,Cute Cottage Facing Sunny Backyard,Excelsior,37.72906,-122.41014,Entire home/apt,1125,STR-0003473,legal,,,
5788099,Spectacular Telegr. Hill Townhouse,North Beach,37.79911,-122.40567,Entire home/apt,5,STR-0002354,legal,,,
5804060,ROMANTIC PRIVATE MARINA APARTMENT,Marina,37.79798,-122.43023,Entire home/apt,1125,,illegal,,,
5821380,Mission Flat 2 Bedroom 1 Bath,Mission,37.75786,-122.41778,Entire home/apt,90,STR-0000936,illegal,,,
5849626,Charming Studio in the Heart of San Francisco,Haight Ashbury,37.77452,-122.4449,Entire home/apt,30,STR-0000314,legal,,,
5858973,Single Family Home in San Francisco,Presidio Heights,37.78507,-122.45276,Entire home/apt,1125,,illegal,,,
5882524,Noe Valley Modern View Home,Noe Valley,37.7503,-122.44204,Entire home/apt,20,STR-0000184,legal,,,
5891594,Castro Retreat,Castro/Upper Market,37.7679,-122.43253,Entire home/apt,1125,,illegal,,,
5918090,"Central, sunny, modern & spacious, with giant yard",Glen Park,37.73904,-122.42665,Entire home/apt,1125,STR-0000237,legal,,,
5918432,Three Bedroom Potrero Apt with View and Garden!,Potrero Hill,37.75438,-122.39889,Entire home/apt,61,,legal,,,
5919500,Luxury in Presidio Heights Sleeps 4,Presidio Heights,37.78921,-122.45073,Entire home/apt,60,STR-0000839,legal,,,
5932678,Superbly situated one bedroom apt,Downtown/Civic Center,37.77588,-122.41902,Entire home/apt,1125,,illegal,,,
5933430,Beautiful 3 bedroom with garden and PARKING,Bernal Heights,37.73703,-122.41801,Entire home/apt,1125,STR-0002374,legal,,,
5944989,Ritz-Carlton Club San Francisco 2BR,Financial District,37.78825,-122.40308,Entire home/apt,2,1078389,legal,,,
5945396,Ritz-Carlton Club San Fran - 3 BR,Financial District,37.78825,-122.40308,Entire home/apt,4,1078389,legal,,,
5945812,1BR Ritz-Carlton Club San Francisco,Financial District,37.78825,-122.40308,Entire home/apt,4,1078389,legal,,,
5970639,Knockout Panoramic View 1 Bedrm,Bayview,37.73437,-122.39534,Entire home/apt,1125,,illegal,,,
5990171,Central Duboce Triangle Retreat,Castro/Upper Market,37.76798,-122.43106,Entire home/apt,1125,,illegal,,,
6006021,Charming sunny 2-bedroom with deck,North Beach,37.80017,-122.40261,Entire home/apt,1125,,illegal,,,
6006768,"CHARMING, PRIVATE GARDEN UNIT",Presidio Heights,37.78996,-122.44981,Entire home/apt,29,STR-0001214,legal,,,
6007925,"North Beach 2BR, private Roof Deck",North Beach,37.79958,-122.40625,Entire home/apt,40,STR-0002182,legal,,,
6015077,Amazing Beachfront 3 bedroom/2 bath,Outer Sunset,37.747,-122.50668,Entire home/apt,1125,CITY REGISTRATION PENDING BAN 1079351,illegal,,,
6020579,Family-Friendly in Bernal Heights,Bernal Heights,37.73523,-122.41404,Entire home/apt,1125,STR-0002208,legal,,,
6042966,Mission Victorian Cottage with Parking,Mission,37.75713,-122.41524,Entire home/apt,1125,STR-0001677,legal,,,
6045869,Chic 1 BR flat in Bernal Heights,Bernal Heights,37.74752,-122.41938,Entire home/apt,1125,STR-1028424,legal,,,
6072316,Great place for two families in the Inner Sunset,Inner Sunset,37.76051,-122.47141,Entire home/apt,14,STR-0001543,legal,,,
6072767,Beautiful in-law type unit with ocean views,Inner Sunset,37.75316,-122.47053,Entire home/apt,28,STR-0000688,legal,,,
6080799,"Hear the Waves in a Sweet, Surfy Nest Steps from Ocean Beach",Outer Sunset,37.74671,-122.50668,Entire home/apt,365,STR- 0001651,legal,,,
6090316,Stunning Panoramic City View Home,Bernal Heights,37.74494,-122.41034,Entire home/apt,30,,legal,,,
6092049,Castro Oasis with Private Deck,Castro/Upper Market,37.75608,-122.43801,Entire home/apt,29,STR-0000654,legal,,,
6092596,Mission Dolores Suite,Castro/Upper Market,37.76297,-122.42696,Entire home/apt,1125,STR-0000337,legal,,,
6107359,Explore the Mission District from a Beautiful Home,Mission,37.75625,-122.40951,Entire home/apt,29,STR-0003345,legal,,,
6108439,Bernal Heights Family Pad,Bernal Heights,37.73951,-122.41373,Entire home/apt,1125,STR-0002943,legal,,,
6117147,"cozy, private rental w/garden+deck",Outer Sunset,37.75318,-122.50099,Entire home/apt,1125,STR-0000588,legal,,,
6119086,Mission Apartment,Mission,37.75671,-122.40802,Entire home/apt,1125,,illegal,,,
6132191,"Luxurious, Modern, Views, Nob Hill",Nob Hill,37.79632,-122.41191,Entire home/apt,1125,STR-0000157,legal,,,
6145605,"Comfortable, Stylish Studio with PARKING! Safe!",Visitacion Valley,37.71389,-122.39809,Entire home/apt,60,STR-0004174,legal,,,
6154096,Luxury  Location  Lovely,Russian Hill,37.80618,-122.42343,Entire home/apt,1125,1079236,illegal,,,
6156195,Brand NEW - Prime Castro LOCATION,Castro/Upper Market,37.76077,-122.43621,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
6168622,Brick & Steel Loft near FIDI & BART,Financial District,37.78852,-122.4022,Entire home/apt,90,,legal,,,
6181182,Modern 1BR | Full Kitchen | San Francisco | GLS,South of Market,37.77177,-122.39404,Entire home/apt,1125,,illegal,,,
6195258,Lovely House and Garden,Bernal Heights,37.74697,-122.41193,Entire home/apt,14,STR-0003070,legal,,,
6214853,.Sunny San Francisco Flat!,Western Addition,37.7731,-122.42439,Entire home/apt,1125,,illegal,,,
6238514,Noe Valley 2 bedroom retreat,Noe Valley,37.74715,-122.43059,Entire home/apt,1125,STR-0000287,legal,,,
6245649,Blake & Sara's Ocean Beach Pad,Outer Sunset,37.75964,-122.5064,Entire home/apt,60,STR-0000244,legal,,,
6257770,"Spacious, convenient, comfortable.",Western Addition,37.77585,-122.42641,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
6261638,LUXURY home and SUPERHOST - All 5 Stars,South of Market,37.78699,-122.3913,Entire home/apt,1125,,illegal,,,
6272183,Cozy Studio by Golden Gate Park,Inner Sunset,37.76325,-122.45252,Entire home/apt,120,1022635,illegal,,,
6273036,Potrero Hill apt perfect for business travellers,Potrero Hill,37.75488,-122.40235,Entire home/apt,30,STR-0003369,legal,,,
6301675,Urban Oasis in the Heart of SF,Nob Hill,37.79018,-122.41169,Entire home/apt,1125,,illegal,,,
6324586,Beautiful Mission Flat for Your Dreamforce Stay,Mission,37.75044,-122.4101,Entire home/apt,1125,STR-0000467,legal,,,
6326133,Spacious Sunny Victorian Suite (BR+LR),Pacific Heights,37.78881,-122.44,Entire home/apt,30,STR-0001757,legal,,,
6329340,Beloved San Francisco,Western Addition,37.77832,-122.44561,Entire home/apt,360,,illegal,,,
6331695,Cozy Place in Noe Valley,Noe Valley,37.74207,-122.43069,Entire home/apt,10,STR-0001352,legal,,,
6335352,Beautiful Victorian Home in Noe Valley,Noe Valley,37.75341,-122.44033,Entire home/apt,365,STR-0000618,legal,,,
6344500,★ Chic Condo in Heart of SF + Roof Deck & Views ★,North Beach,37.799,-122.40668,Entire home/apt,7,STR-0003236,legal,,,
6348742,"30+ Days > Charming + Central, 1 Block to 24th St",Noe Valley,37.75326,-122.43598,Entire home/apt,1125,STR-0001404,legal,,,
6360976,Quintessential Russian Hill 2BR Apt,Russian Hill,37.79928,-122.41947,Entire home/apt,1125,TEMP-15192935,illegal,,,
6364873,Charming home with beautiful garden & parking,Western Addition,37.7726,-122.42814,Entire home/apt,29,STR-0003341,legal,,,
6373849,"Modern Luxury Junior 1BR, #1",Nob Hill,37.79102,-122.40921,Entire home/apt,1125,,illegal,,,
6376338,San Francisco Mid-Century Home beautifully updated,Inner Sunset,37.75639,-122.45455,Entire home/apt,23,CITY REGISTRATION PENDING,legal,,,
6402782,2 Bedroom Apt in NOPA with Parking,Western Addition,37.777,-122.44131,Entire home/apt,180,STR-0001114,legal,,,
6415052,Stunning and Super Clean Historic Edwardian with Views,Haight Ashbury,37.76974,-122.43695,Entire home/apt,1125,STR-0001517,legal,,,
6423158,Mediterranean style private studio,West of Twin Peaks,37.7313,-122.46152,Entire home/apt,20,STR-0000256,legal,,,
6448545,MODERN 3BR PENTHOUSE w/ROOFDECK + BEST VIEWS,Nob Hill,37.79533,-122.41201,Entire home/apt,720,CITY REGISTRATION PENDING,illegal,,,
6481492,Sunny Mission 2BR Home w Garden,Mission,37.75528,-122.41048,Entire home/apt,1125,STR-0002667,legal,,,
6505426,Noe/Castro 1BD Hideaway,Noe Valley,37.75404,-122.43634,Entire home/apt,29,STR-0000312,legal,,,
6512986,Hilltop 2BR Apartment with Stunning View,Bernal Heights,37.74272,-122.40956,Entire home/apt,1125,34,illegal,,,
6514826,Dolores Park Edwardian charmer,Mission,37.76283,-122.42547,Entire home/apt,14,STR-0000322,legal,,,
6516295,Spacious SOMA Loft w/ Parking,South of Market,37.77248,-122.4078,Entire home/apt,1125,,illegal,,,
6523507,Hand Crafted Cottage,Noe Valley,37.74744,-122.43574,Entire home/apt,1125,STR-0000519,legal,,,
6526129,BEST LOCATION SEPTEMBER Sublet FILLMORE ST,Pacific Heights,37.79034,-122.4348,Entire home/apt,1125,,illegal,,,
6529234,SAN FRANCISCO STUDIO,Bernal Heights,37.74326,-122.41061,Entire home/apt,356,STR-0003474,legal,,,
6560870,"Private Apartment - 1BR, 1BA, Living Room & Deck",Bernal Heights,37.74814,-122.40806,Entire home/apt,7,STR-0000746,legal,,,
6604564,2BR/1B Modern Design Flat @ Mission,Bernal Heights,37.74818,-122.41884,Entire home/apt,1125,STR-0001812,legal,,,
6627450,Encounter Bespoke Elegance in Upper Market Victorian,Castro/Upper Market,37.7644,-122.43054,Entire home/apt,90,CITY REGISTRATION PENDING,illegal,,,
6653474,Large Private Studio in heart of Nopa,Haight Ashbury,37.77566,-122.44063,Entire home/apt,125,STR-0003348,legal,,,
6684182,Fam-friendly Victorian w/ Hot Tub,Mission,37.75749,-122.41599,Entire home/apt,45,CITY REGISTRATION PENDING,legal,,,
6701045,Bright Two-Bedroom @ Parc Telegraph,North Beach,37.80468,-122.40574,Entire home/apt,1125,,illegal,,,
6702058,Tranquil Cottage in Mission Gulch for Month-Long Stays,Mission,37.75709,-122.40673,Entire home/apt,120,,illegal,,,
6713990,Comfortable Artistic Condo,Mission,37.76685,-122.42368,Entire home/apt,60,STR-0000108,legal,,,
6715383,"Sweet Stay 1 bedroom near BART, SFO",Ocean View,37.72059,-122.45216,Entire home/apt,120,CITY REGISTRATION PENDING,illegal,,,
6747672,"Quiet, Contemporary Castro 1BR",Castro/Upper Market,37.76719,-122.43668,Entire home/apt,180,1021621  (SF PREFERS STAYS OF MORE THAN THIRTY DAYS),illegal,,,
6748645,Sunny Art-filled Noe Valley Views!,Noe Valley,37.75521,-122.43032,Entire home/apt,1125,STR-0000805,legal,,,
6749412,"Beautiful Potrero Hill Apt, Parking",Potrero Hill,37.76034,-122.40525,Entire home/apt,999,STR-0001195,legal,,,
6782479,Mediterranean Birds' Nest,Glen Park,37.73477,-122.43194,Entire home/apt,30,STR-0000675,legal,,,
6793767,Castro Street Apartment with View,Castro/Upper Market,37.75647,-122.4358,Entire home/apt,300,1022769,illegal,,,
6798145,Entire TownHouse with view of the Bay,Bayview,37.72962,-122.37163,Entire home/apt,365,,illegal,,,
6800168,Elegant Sunny Noe Valley Edwardian Flat on Dolores,Noe Valley,37.75202,-122.42569,Entire home/apt,1125,STR-0002556,legal,,,
6822070,Cozy Home in Charming Neighborhood,Bernal Heights,37.74096,-122.41656,Entire home/apt,1125,STR-0001046,legal,,,
6822748,Large Nob Hill Gem with Balcony,Nob Hill,37.7919,-122.41894,Entire home/apt,1125,STR-0003649,legal,,,
6835302,1 Bedroom Condo in North Beach,North Beach,37.80447,-122.40497,Entire home/apt,1125,,illegal,,,
6835462,Stare in Awe at the SF Skyline,Financial District,37.7876,-122.39844,Entire home/apt,1125,,illegal,,,
6836785,Studio Apartment on quiet street in The Mission,Mission,37.75203,-122.42254,Entire home/apt,22,STR-0003615,legal,,,
6836928,Huge & Sunny 3 Bedroom Loft w/ parking 30 day min,South of Market,37.77532,-122.40768,Entire home/apt,120,CITY REGISTRATION PENDING,illegal,,,
6864929,Newly Renovated in Noe Valley,Noe Valley,37.74576,-122.4265,Entire home/apt,1125,STR-0002805,legal,,,
6870420,Beautifully renovated Victorian,Noe Valley,37.75323,-122.43588,Entire home/apt,21,STR-0002959,legal,,,
6878780,Hilltop View Apartment • Spa Bath • Huge Garden,Noe Valley,37.74623,-122.43719,Entire home/apt,1125,,illegal,,,
6885422,Lovely bright home in best location,Noe Valley,37.75209,-122.42605,Entire home/apt,14,STR-0004016,legal,,,
6886839,Top Floor Artist Retreat w/ Fireplace + Parking,Mission,37.7557,-122.41449,Entire home/apt,1125,STR-0004060,legal,,,
6887043,"Spacious apartment with pkg, steps away from Muni",Castro/Upper Market,37.76338,-122.43698,Entire home/apt,70,STR-0002276,legal,,,
6887081,Collingwood Hill,Noe Valley,37.75544,-122.43524,Entire home/apt,14,STR-0001245,legal,,,
6898334,Condo in Pacific Heights/Cow Hollow,Pacific Heights,37.7954,-122.42882,Entire home/apt,1125,,illegal,,,
6915497,Lovely 3BR Mission Home with Garden,Mission,37.75338,-122.40633,Entire home/apt,29,STR-0000612,legal,,,
6922612,Big VIEWS!  1-BR Central SAN FRANCISCO location,Western Addition,37.78527,-122.42321,Entire home/apt,1125,STR-0002882,legal,,,
6926901,Victorian in the heart of Mission,Mission,37.75642,-122.41285,Entire home/apt,10,STR-0000862,legal,,,
6934867,Spacious 3BR Home by Beach and GG Park,Outer Sunset,37.75634,-122.50365,Entire home/apt,1125,,illegal,,,
6934874,Beautiful SF 2BR w/ Ocean Views,Outer Sunset,37.75734,-122.50194,Entire home/apt,1125,,illegal,,,
6936417,"Modern Victorian on top of the hill, shared entry",Potrero Hill,37.76028,-122.39365,Entire home/apt,18,STR-0001174,legal,,,
6957662,"Modern, private, separate apartment & garden.",Noe Valley,37.74858,-122.43582,Entire home/apt,28,STR-0001786,legal,,,
6974259,Rossa House,Bayview,37.7106,-122.3903,Entire home/apt,1125,,illegal,,,
6985131,"Cozy, Garden Secure Private Entrance Room & Bath.",Ocean View,37.7195,-122.45674,Entire home/apt,1125,STR-0000545,legal,,,
7004802,"2 br sunny apartment, heart of SF",Mission,37.76999,-122.42268,Entire home/apt,1125,STR-0000811,legal,,,
7009809,"Privacy on 2 levels, 2100ft, 3bd/2.5b, UCSF, cozy",Inner Sunset,37.75688,-122.46785,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
7020637,Great Mission appartment with friendly cat,Mission,37.75369,-122.42261,Entire home/apt,1125,STR-0002703,legal,,,
7028127,2000sqft 4BR Mission Victorian Flat,Bernal Heights,37.74331,-122.41974,Entire home/apt,14,STR-0001202,legal,,,
7035672,"BnB of Bianca: Private Studio, View, & Parking",Parkside,37.74236,-122.47229,Entire home/apt,30,STR-0002693,legal,,,
7038488,Our family home is your SF home base,Inner Sunset,37.76463,-122.47456,Entire home/apt,16,STR-0001833,legal,,,
7053220,Quiet Updated Apartment in Center (Lower Nob Hill),Downtown/Civic Center,37.78693,-122.41453,Entire home/apt,180,,illegal,,,
7065335,Charming Family Crocker-Amazon Home,Crocker Amazon,37.71062,-122.43532,Entire home/apt,22,1086108,legal,,,
7065694,San Francisco Beach House - Surf SF,Parkside,37.73806,-122.50623,Entire home/apt,364,,illegal,,,
7072662,1Br with Queen in Alamo Sq,Western Addition,37.7752,-122.43765,Entire home/apt,1125,,illegal,,,
7111861,Marina Waterfront Villa on San Francisco Bay,Marina,37.8055,-122.44802,Entire home/apt,21,STR-0000572,legal,,,
7162627,Great Hayes Valley 1 BR (#5),Western Addition,37.77743,-122.42502,Entire home/apt,1125,,illegal,,,
7180020,"Near Moscone Center, Privacy with Style - the SoMa Loft",South of Market,37.77945,-122.40382,Entire home/apt,27,STR-0001704,legal,,,
7181279,Cozy Studio Great for One Traveler,Bernal Heights,37.73379,-122.41556,Entire home/apt,9,STR-0000475,legal,,,
7181655,4BR House with Parking in the Castro,Castro/Upper Market,37.7645,-122.43145,Entire home/apt,30,STR-0004103,legal,,,
7202063,Warehouse-Style Condominium on Mint Plaza,South of Market,37.78291,-122.40786,Entire home/apt,1125,,illegal,,,
7204761,"Beautiful, spacious, family-friendly 2 bedroom flat",Castro/Upper Market,37.76527,-122.42997,Entire home/apt,1125,STR-0000821,legal,,,
7217193,Colorful Garden Getaway in Mission Dolores,Mission,37.76201,-122.42222,Entire home/apt,1125,STR-0000907,legal,,,
7220035,Secret Street in the Center of the City,Nob Hill,37.79429,-122.41557,Entire home/apt,1125,STR-0002094,legal,,,
7222704,Charming SF 1911 Studio,Outer Richmond,37.78294,-122.48326,Entire home/apt,14,STR-0000949,legal,,,
7227605,Prime Pacific Heights Three Bedroom,Pacific Heights,37.79255,-122.44273,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
7227910,3600 sqft view home - 500 Square foot terrace,Pacific Heights,37.79074,-122.42505,Entire home/apt,60,1110,legal,,,
7247351,One room cottage tucked away in SF,Outer Mission,37.73214,-122.43068,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
7281346,Charming single family home in SF,Excelsior,37.71904,-122.43537,Entire home/apt,28,STR-0002155,legal,,,
7292878,Bernal Heights Nest -Top Location!-,Bernal Heights,37.74283,-122.41543,Entire home/apt,5,1080207,legal,,,
7302136,"Spacious Apt, Quiet Neighborhood, Sunset View",Haight Ashbury,37.76516,-122.44658,Entire home/apt,17,STR-0002480,legal,,,
7309811,Loft tucked away in the heart of SF,Western Addition,37.77186,-122.42405,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
7309852,Lovely and Well-Located 2BD Apt.,Outer Sunset,37.76404,-122.47942,Entire home/apt,21,STR-0000241,legal,,,
7323097,Hudson on the Hill 2,Bayview,37.73841,-122.38636,Entire home/apt,1125,,illegal,,,
7327920,Contemporary Light Filled Apartment in Potrero Hill,Potrero Hill,37.75308,-122.40149,Entire home/apt,29,STR-0000595,legal,,,
7331464,2br-1ba private guest-suite in Noe Valley,Noe Valley,37.74898,-122.43125,Entire home/apt,28,STR-0002087,legal,,,
7343245,Elegant Victorian Italianate House in Pacific Heights,Western Addition,37.78689,-122.43889,Entire home/apt,28,STR-0003251,legal,,,
7344289,The Garden oasis by Golden Gate Park,Inner Richmond,37.78118,-122.46633,Entire home/apt,1125,STR-0002004,legal,,,
7345468,"Brand New, Modern In-Law Unit in SF",Bernal Heights,37.7331,-122.43261,Entire home/apt,1125,STR-0001456,legal,,,
7360699,Charming Home with Stunning Views,Potrero Hill,37.75843,-122.40112,Entire home/apt,1125,,illegal,,,
7367786,Mission/Bernal Flat with Views and Yard.,Bernal Heights,37.74704,-122.41563,Entire home/apt,90,ONLY LONG TERM RENTALS ALLOWED,illegal,,,
7386838,LUXURY HUGE LOFT HOME W/VIEWS POTRO/DOGPTCH,Potrero Hill,37.75915,-122.39549,Entire home/apt,1125,STR-0004111,legal,,,
7389541,Ocean Beach & Golden Gate Park,Outer Sunset,37.75944,-122.50335,Entire home/apt,29,STR-0001199,legal,,,
7393518,"Bright Modern Studio near Flower Mart, SoMa",South of Market,37.77512,-122.40244,Entire home/apt,30,STR-0003836,legal,,,
7402986,Sunny Corner House with Bay view,Bernal Heights,37.73841,-122.41286,Entire home/apt,1125,STR-0003283,legal,,,
7404181,Gorgeous 3BR steps to Dolores Park!,Mission,37.76021,-122.4255,Entire home/apt,1125,,illegal,,,
7421008,Nopa Oasis,Western Addition,37.77666,-122.44309,Entire home/apt,90,CITY REGISTRATION PENDING,illegal,,,
7439398,Modern luxury in the center of SF!,South of Market,37.77534,-122.41769,Entire home/apt,1125,,illegal,,,
7459197,Stylish Ashbury Heights Home with Stunning Views,Haight Ashbury,37.76484,-122.44526,Entire home/apt,3,CITY REGISTRATION PENDING,legal,,,
7459988,2BR Remodel Available Sept 4 ★ City & Bay View,South of Market,37.78836,-122.39059,Entire home/apt,120,INQUIRIES FOR LESS THAN 30 DAYS WILL REQUIRE 30 DAY BOOKING,illegal,,,
7478631,Most Cheerful in Cole Valley for Long Term Stays,Haight Ashbury,37.76211,-122.45202,Entire home/apt,200,STR-0002074,legal,,,
7483031,"Cozy 2BR Apt w/Parking-Excelsior, S.F.",Excelsior,37.72257,-122.43297,Entire home/apt,27,STR-0000623,legal,,,
7493513,Modern Apt in Sunny Village in SF,Bernal Heights,37.73997,-122.41285,Entire home/apt,1125,,illegal,,,
7493861,Great San Francisco Victorian,Pacific Heights,37.79425,-122.42816,Entire home/apt,1125,,illegal,,,
7547105,"SF Garden Studio ""A"" w/ensuite bathroom",Marina,37.80271,-122.44562,Entire home/apt,21,STR-0000714,legal,,,
7549488,HUGE Comfy Condo w/ Stunning Views,Potrero Hill,37.76024,-122.39899,Entire home/apt,1125,STR-0000793,legal,,,
7558236,Bright Luxurious Home with Back Yard and  Private Parking,Mission,37.7608,-122.41916,Entire home/apt,1122,STR-0001410,legal,,,
7562249,Upscale Oasis in Classic NoPa Victorian Grand Dame,Western Addition,37.77699,-122.44019,Entire home/apt,1125,,illegal,,,
7562547,Quiet Marina Guest Suite + Yard & Parking,Marina,37.80332,-122.43982,Entire home/apt,4,STR-0003770,legal,,,
7581918,A Marvel in Mount Davidson,West of Twin Peaks,37.72867,-122.46496,Entire home/apt,1125,1028319,illegal,,,
7596529,"Modern Oasis, Heart of the Mission",Mission,37.75124,-122.41046,Entire home/apt,29,STR-0001697,legal,,,
7612118,Pacific Heights Chic Grand Studio Top Floor with Balcony,Pacific Heights,37.78894,-122.44555,Entire home/apt,20,STR-0003899,legal,,,
7618503,Gorgeous apt in Mission/Castro,Castro/Upper Market,37.7665,-122.42703,Entire home/apt,60,,legal,,,
7618833,"San Francisco Top Flat With Views, Garage",Castro/Upper Market,37.76106,-122.44478,Entire home/apt,335,,illegal,,,
7650309,Lake Street Apartment at Presidio Park,Inner Richmond,37.78626,-122.47206,Entire home/apt,60,CITY REGISTRATION PENDING,legal,,,
7665362,Stunning loft! Walk everywhere! ❤️,South of Market,37.77682,-122.41465,Entire home/apt,1125,STR-0001359,legal,,,
7666482,Zen Living 2bd/2ba in NOPA,Haight Ashbury,37.77368,-122.44564,Entire home/apt,90,,legal,,,
7676566,"Sunny, Modern House with Great Views",Potrero Hill,37.76134,-122.40268,Entire home/apt,1125,STR-0001849,legal,,,
7681228,Financial district walk everywhere!,Financial District,37.79634,-122.40023,Entire home/apt,1125,,illegal,,,
7699710,Spacious house in a great walkable neighborhood!,Bernal Heights,37.73957,-122.41425,Entire home/apt,14,STR-0001653,legal,,,
7701360,"Modern, Luxury San Francisco Escape",Outer Mission,37.73529,-122.44081,Entire home/apt,1125,STR-0001615,legal,,,
7715861,Ritz-Carlton Club San Francisco 2BR,Financial District,37.78825,-122.40308,Entire home/apt,4,1078389,legal,,,
7726184,Lovely 2 Bedroom,Inner Richmond,37.7796,-122.47004,Entire home/apt,7,STR-0002434,legal,,,
7764531,Clean and Central Classic in Duboce (2BR + Office),Castro/Upper Market,37.76879,-122.43158,Entire home/apt,15,STR-0003108,legal,,,
7785897,Sunnyside Bayview Heights Suite,Bayview,37.72241,-122.39829,Entire home/apt,24,STR-0003825,legal,,,
7788844,Beautifully remodeled 3 bedrooms in SF!,Bayview,37.73132,-122.39138,Entire home/apt,300,STR-0001168,legal,,,
7805578,Chic House & Garden in the Mission,Mission,37.75674,-122.41109,Entire home/apt,13,STR-0003361,legal,,,
7808104,"Quiet Mission 2br flat, close to nightlife & BART",Mission,37.76191,-122.42345,Entire home/apt,1125,STR-0001897,legal,,,
7810254,"Spacious, Cozy, and Private Top Floor Apartment",Bernal Heights,37.74095,-122.42124,Entire home/apt,1125,STR-0003255,legal,,,
7825894,Studio with beautiful garden,Russian Hill,37.7977,-122.42117,Entire home/apt,360,,illegal,,,
7840831,jackson terrace,Pacific Heights,37.79363,-122.44169,Entire home/apt,1125,STR-0001294,legal,,,
7841744,"Elegant condo near parks, museums",Inner Richmond,37.78295,-122.47385,Entire home/apt,20,STR 0000694,legal,,,
7842771,"Sunny, Russian Hill Flat",Russian Hill,37.79815,-122.42017,Entire home/apt,1125,,illegal,,,
7844031,Designer Condominium Close to Duboce Triangle,Western Addition,37.77128,-122.42841,Entire home/apt,1125,STR-0001979,legal,,,
7845599,Ugliest Dump in The World,Western Addition,37.77433,-122.43627,Entire home/apt,1125,CITY REGISTRATION PENDING,illegal,,,
7856443,The Real San Francisco #2,Seacliff,37.78228,-122.49278,Entire home/apt,1125,STR-0000292,legal,,,
7884875,"2BD/2BA Market St Retreat, Castro w/ SF City Views",Twin Peaks,37.75777,-122.44346,Entire home/apt,1125,STR-0001612,legal,,,
7886634,Blissful Garden Suite in Heart of Castro,Castro/Upper Market,37.7593,-122.43895,Entire home/apt,1125,STR-0004101,legal,,,
7896925,Charming Condo with Garden Patio,Mission,37.75667,-122.41053,Entire home/apt,1125,STR-0002712,legal,,,
7899085,private Potrero Hill apartment,Potrero Hill,37.76065,-122.40146,Entire home/apt,28,STR-0000420,legal,,,
7902505,Your Private Space in Potrero Hill,Potrero Hill,37.75531,-122.39975,Entire home/apt,1125,STR-0002719,legal,,,
7921739,"Luxury 1 Bed Apt, Marina/GGB Views",Marina,37.80528,-122.44026,Entire home/apt,365,STR-0001536,legal,,,
7923146,Sunny 2b/1b with great Bay views!!!,North Beach,37.80334,-122.40801,Entire home/apt,15,STR-0000609,legal,,,
7930685,Elle Decor Featured Row House,Nob Hill,37.79466,-122.41152,Entire home/apt,14,CITY REGISTRATION PENDING,legal,,,
7968749,Business or Pleasure?✅ Rooftop+Views?✅ Location?✅,North Beach,37.80332,-122.40782,Entire home/apt,14,STR-0002427,legal,,,
7972067,Beautiful Backyard w-BBQ ⭐️ W/D ⭐️ Parking ⭐️ HBO,Western Addition,37.78056,-122.44744,Entire home/apt,15,STR-0002270,legal,,,
7973781,"Classic San Francisco Victorian, contact 4 shorter",Bernal Heights,37.7459,-122.42015,Entire home/apt,120,,illegal,,,
